0, 2.20624, -0.00000, 0.59977, 0.00000, -1.74933, -0.00000, 0.99962, 0.00000, -3.02360, -0.03222, -2.68500, -1.63815, 2.25894, 0.94636, 3.49391,
1, 2.18171, 0.00217, 0.59981, 0.00151, -1.74831, -0.00133, 0.99902, -0.00242, -2.98058, -0.04103, -2.64674, -1.62348, 2.25485, 0.94311, 3.48184,
2, 2.14811, 0.00515, 0.59986, 0.00357, -1.74691, -0.00316, 0.99819, -0.00578, -2.92130, -0.05317, -2.59410, -1.60324, 2.24898, 0.93855, 3.46495,
3, 2.10637, 0.00886, 0.59994, 0.00611, -1.74516, -0.00548, 0.99714, -0.01001, -2.84705, -0.06840, -2.52826, -1.57787, 2.24125, 0.93271, 3.44339,
4, 2.05721, 0.01324, 0.60004, 0.00909, -1.74310, -0.00825, 0.99588, -0.01508, -2.75870, -0.08653, -2.45004, -1.54764, 2.23151, 0.92559, 3.41718,
5, 2.00140, 0.01823, 0.60017, 0.01245, -1.74076, -0.01147, 0.99441, -0.02094, -2.65719, -0.10740, -2.36035, -1.51288, 2.21960, 0.91716, 3.38630,
6, 1.93978, 0.02376, 0.60033, 0.01614, -1.73817, -0.01510, 0.99275, -0.02756, -2.54353, -0.13079, -2.26018, -1.47393, 2.20537, 0.90743, 3.35080,
7, 1.87324, 0.02976, 0.60054, 0.02010, -1.73536, -0.01912, 0.99090, -0.03489, -2.41887, -0.15645, -2.15058, -1.43120, 2.18867, 0.89639, 3.31073,
8, 1.80268, 0.03616, 0.60079, 0.02426, -1.73237, -0.02351, 0.98888, -0.04287, -2.28444, -0.18413, -2.03275, -1.38514, 2.16937, 0.88409, 3.26619,
9, 1.72902, 0.04288, 0.60110, 0.02856, -1.72923, -0.02823, 0.98670, -0.05148, -2.14157, -0.21353, -1.90792, -1.33627, 2.14739, 0.87056, 3.21735,
10, 1.65317, 0.04983, 0.60146, 0.03293, -1.72598, -0.03327, 0.98435, -0.06063, -1.99171, -0.24431, -1.77744, -1.28512, 2.12266, 0.85590, 3.16443,
11, 1.57604, 0.05696, 0.60189, 0.03731, -1.72266, -0.03859, 0.98187, -0.07030, -1.83637, -0.27613, -1.64274, -1.23229, 2.09517, 0.84021, 3.10772,
12, 1.49850, 0.06417, 0.60239, 0.04163, -1.71931, -0.04415, 0.97926, -0.08040, -1.67717, -0.30859, -1.50527, -1.17840, 2.06496, 0.82363, 3.04760,
13, 1.42137, 0.07138, 0.60297, 0.04583, -1.71595, -0.04993, 0.97653, -0.09090, -1.51579, -0.34129, -1.36658, -1.12412, 2.03212, 0.80634, 2.98450,
14, 1.34543, 0.07853, 0.60362, 0.04984, -1.71263, -0.05588, 0.97370, -0.10172, -1.35395, -0.37380, -1.22822, -1.07010, 1.99680, 0.78853, 2.91893,
15, 1.27138, 0.08553, 0.60436, 0.05360, -1.70938, -0.06198, 0.97078, -0.11280, -1.19343, -0.40568, -1.09178, -1.01704, 1.95919, 0.77043, 2.85146,
16, 1.19971, 0.09234, 0.60519, 0.05706, -1.70622, -0.06818, 0.96779, -0.12410, -1.03563, -0.43658, -0.95849, -0.96546, 1.91947, 0.75225, 2.78256,
17, 1.11804, 0.09993, 0.60636, 0.06134, -1.70234, -0.07578, 0.96430, -0.13738, -0.85002, -0.47284, -0.80231, -0.90418, 1.87047, 0.72984, 2.69943,
18, 1.03308, 0.10772, 0.60782, 0.06602, -1.69804, -0.08429, 0.96053, -0.15181, -0.65019, -0.51157, -0.63509, -0.83819, 1.81469, 0.70464, 2.60718,
19, 0.94784, 0.11552, 0.60953, 0.07077, -1.69352, -0.09346, 0.95653, -0.16716, -0.44279, -0.55120, -0.46278, -0.77028, 1.75302, 0.67747, 2.50801,
20, 0.86350, 0.12323, 0.61153, 0.07550, -1.68879, -0.10325, 0.95232, -0.18336, -0.22997, -0.59113, -0.28742, -0.70142, 1.68553, 0.64855, 2.40249,
21, 0.78116, 0.13073, 0.61382, 0.08014, -1.68390, -0.11362, 0.94791, -0.20035, -0.01402, -0.63072, -0.11115, -0.63260, 1.61240, 0.61810, 2.29130,
22, 0.70178, 0.13793, 0.61641, 0.08460, -1.67888, -0.12452, 0.94332, -0.21805, 0.20274, -0.66935, 0.06390, -0.56479, 1.53392, 0.58644, 2.17524,
23, 0.62623, 0.14474, 0.61933, 0.08880, -1.67377, -0.13590, 0.93857, -0.23640, 0.41793, -0.70633, 0.23555, -0.49897, 1.45041, 0.55388, 2.05516,
24, 0.55521, 0.15106, 0.62257, 0.09268, -1.66858, -0.14771, 0.93369, -0.25533, 0.62918, -0.74103, 0.40167, -0.43605, 1.36232, 0.52079, 1.93199,
25, 0.48927, 0.15680, 0.62616, 0.09617, -1.66336, -0.15990, 0.92867, -0.27478, 0.83418, -0.77280, 0.56019, -0.37686, 1.27011, 0.48755, 1.80669,
26, 0.42881, 0.16189, 0.63009, 0.09921, -1.65812, -0.17243, 0.92355, -0.29467, 1.03065, -0.80104, 0.70914, -0.32215, 1.17434, 0.45457, 1.68026,
27, 0.37411, 0.16626, 0.63437, 0.10174, -1.65288, -0.18523, 0.91834, -0.31495, 1.21648, -0.82518, 0.84668, -0.27256, 1.07557, 0.42225, 1.55368,
28, 0.32526, 0.16976, 0.63905, 0.10366, -1.64765, -0.19831, 0.91303, -0.33563, 1.38841, -0.84432, 0.96991, -0.22897, 0.97406, 0.39115, 1.42787,
29, 0.28237, 0.17209, 0.64427, 0.10478, -1.64242, -0.21177, 0.90758, -0.35686, 1.54080, -0.85686, 1.07369, -0.19283, 0.86976, 0.36221, 1.30402,
30, 0.24550, 0.17302, 0.65010, 0.10493, -1.63717, -0.22558, 0.90198, -0.37866, 1.66831, -0.86145, 1.15335, -0.16532, 0.76314, 0.33630, 1.18361,
31, 0.21461, 0.17230, 0.65662, 0.10397, -1.63192, -0.23973, 0.89620, -0.40104, 1.76541, -0.85675, 1.20412, -0.14745, 0.65483, 0.31434, 1.06827,
32, 0.18952, 0.16969, 0.66391, 0.10175, -1.62664, -0.25416, 0.89024, -0.42400, 1.82686, -0.84165, 1.22164, -0.13983, 0.54556, 0.29708, 0.95957,
33, 0.16992, 0.16500, 0.67201, 0.09820, -1.62132, -0.26881, 0.88407, -0.44753, 1.84852, -0.81544, 1.20266, -0.14247, 0.43617, 0.28505, 0.85886,
34, 0.15534, 0.15814, 0.68093, 0.09332, -1.61591, -0.28355, 0.87769, -0.47157, 1.82820, -0.77809, 1.14576, -0.15460, 0.32757, 0.27836, 0.76700,
35, 0.14524, 0.14913, 0.69064, 0.08721, -1.61038, -0.29828, 0.87106, -0.49606, 1.76628, -0.73029, 1.05191, -0.17465, 0.22059, 0.27662, 0.68423,
36, 0.13901, 0.13812, 0.70105, 0.08007, -1.60468, -0.31284, 0.86418, -0.52092, 1.66586, -0.67345, 0.92452, -0.20040, 0.11600, 0.27895, 0.61009,
37, 0.13602, 0.12536, 0.71206, 0.07215, -1.59876, -0.32710, 0.85703, -0.54607, 1.53230, -0.60946, 0.76903, -0.22933, 0.01437, 0.28414, 0.54356,
38, 0.13569, 0.11117, 0.72356, 0.06377, -1.59258, -0.34093, 0.84963, -0.57141, 1.37247, -0.54043, 0.59206, -0.25893, -0.08385, 0.29078, 0.48323,
39, 0.13747, 0.09588, 0.73540, 0.05522, -1.58613, -0.35422, 0.84196, -0.59685, 1.19376, -0.46843, 0.40062, -0.28702, -0.17839, 0.29752, 0.42757,
40, 0.14086, 0.07982, 0.74747, 0.04679, -1.57938, -0.36688, 0.83404, -0.62231, 1.00338, -0.39529, 0.20145, -0.31189, -0.26906, 0.30309, 0.37511,
41, 0.14541, 0.06329, 0.75966, 0.03872, -1.57235, -0.37884, 0.82589, -0.64773, 0.80789, -0.32259, 0.00057, -0.33234, -0.35577, 0.30646, 0.32456,
42, 0.15075, 0.04656, 0.77188, 0.03123, -1.56505, -0.39004, 0.81753, -0.67302, 0.61301, -0.25156, -0.19683, -0.34762, -0.43846, 0.30680, 0.27486,
43, 0.15654, 0.02985, 0.78405, 0.02449, -1.55748, -0.40045, 0.80899, -0.69814, 0.42353, -0.18317, -0.38647, -0.35735, -0.51708, 0.30348, 0.22518,
44, 0.16248, 0.01334, 0.79610, 0.01862, -1.54967, -0.41002, 0.80028, -0.72302, 0.24338, -0.11815, -0.56490, -0.36148, -0.59162, 0.29604, 0.17492,
45, 0.16834, -0.00282, 0.80798, 0.01375, -1.54165, -0.41872, 0.79144, -0.74762, 0.07570, -0.05702, -0.72941, -0.36013, -0.66205, 0.28419, 0.12367,
46, 0.17393, -0.01851, 0.81963, 0.00995, -1.53343, -0.42653, 0.78250, -0.77188, -0.07709, -0.00018, -0.87796, -0.35361, -0.72833, 0.26775, 0.07120,
47, 0.17909, -0.03362, 0.83103, 0.00729, -1.52506, -0.43343, 0.77350, -0.79576, -0.21314, 0.05211, -1.00904, -0.34230, -0.79041, 0.24666, 0.01741,
48, 0.18372, -0.04810, 0.84214, 0.00581, -1.51655, -0.43941, 0.76445, -0.81922, -0.33120, 0.09969, -1.12166, -0.32667, -0.84822, 0.22097, -0.03766,
49, 0.18775, -0.06189, 0.85293, 0.00553, -1.50793, -0.44444, 0.75541, -0.84222, -0.43045, 0.14246, -1.21522, -0.30719, -0.90167, 0.19078, -0.09385,
50, 0.19114, -0.07495, 0.86339, 0.00647, -1.49923, -0.44851, 0.74639, -0.86470, -0.51053, 0.18037, -1.28949, -0.28436, -0.95066, 0.15629, -0.15093,
51, 0.19389, -0.08726, 0.87349, 0.00863, -1.49048, -0.45162, 0.73746, -0.88663, -0.57146, 0.21342, -1.34458, -0.25869, -0.99504, 0.11777, -0.20858,
52, 0.19600, -0.09883, 0.88322, 0.01199, -1.48171, -0.45375, 0.72863, -0.90797, -0.61358, 0.24166, -1.38083, -0.23064, -1.03469, 0.07556, -0.26640,
53, 0.19553, -0.11008, 0.89010, 0.01931, -1.47068, -0.45351, 0.72717, -0.93007, -0.62227, 0.23264, -1.38290, -0.18717, -1.07080, 0.03367, -0.32304,
54, 0.19121, -0.12132, 0.89266, 0.03202, -1.45614, -0.44998, 0.73758, -0.95388, -0.59172, 0.16804, -1.34304, -0.12245, -1.10303, -0.00393, -0.37758,
55, 0.18601, -0.13193, 0.89516, 0.04571, -1.44184, -0.44541, 0.74792, -0.97691, -0.54714, 0.10307, -1.28650, -0.06028, -1.12709, -0.04255, -0.43090,
56, 0.17994, -0.14194, 0.89765, 0.06035, -1.42783, -0.43977, 0.75823, -0.99908, -0.48993, 0.03920, -1.21439, -0.00185, -1.14233, -0.08113, -0.48252,
57, 0.17303, -0.15144, 0.90021, 0.07586, -1.41415, -0.43302, 0.76855, -1.02036, -0.42178, -0.02209, -1.12809, 0.05172, -1.14815, -0.11862, -0.53184,
58, 0.16532, -0.16050, 0.90289, 0.09217, -1.40086, -0.42513, 0.77893, -1.04066, -0.34470, -0.07929, -1.02919, 0.09940, -1.14396, -0.15391, -0.57822,
59, 0.15684, -0.16922, 0.90575, 0.10921, -1.38799, -0.41606, 0.78941, -1.05992, -0.26100, -0.13089, -0.91956, 0.14026, -1.12919, -0.18591, -0.62092,
60, 0.14762, -0.17768, 0.90885, 0.12687, -1.37559, -0.40579, 0.80004, -1.07806, -0.17336, -0.17538, -0.80131, 0.17350, -1.10331, -0.21354, -0.65910,
61, 0.13772, -0.18601, 0.91224, 0.14505, -1.36369, -0.39429, 0.81086, -1.09500, -0.08479, -0.21126, -0.67684, 0.19845, -1.06585, -0.23575, -0.69184,
62, 0.12719, -0.19432, 0.91598, 0.16362, -1.35233, -0.38153, 0.82191, -1.11063, 0.00131, -0.23707, -0.54881, 0.21465, -1.01637, -0.25155, -0.71806,
63, 0.11612, -0.20274, 0.92012, 0.18244, -1.34154, -0.36750, 0.83324, -1.12484, 0.08118, -0.25144, -0.42018, 0.22184, -0.95451, -0.26008, -0.73659,
64, 0.10462, -0.21142, 0.92467, 0.20135, -1.33133, -0.35217, 0.84488, -1.13750, 0.15065, -0.25314, -0.29419, 0.22005, -0.88000, -0.26061, -0.74613,
65, 0.13148, -0.22051, 0.92943, 0.21976, -1.32173, -0.33573, 0.85681, -1.14881, 0.30988, -0.18901, -0.13840, 0.12511, -0.91906, -0.21463, -0.93314,
66, 0.18554, -0.23009, 0.93375, 0.23683, -1.31268, -0.31882, 0.86849, -1.15938, 0.47944, -0.08469, 0.00350, -0.01987, -0.98829, -0.12007, -1.16321,
67, 0.26208, -0.23996, 0.93773, 0.25278, -1.30423, -0.30172, 0.87961, -1.16935, 0.63879, 0.01931, 0.13003, -0.16714, -1.05933, -0.01052, -1.38910,
68, 0.35568, -0.25002, 0.94143, 0.26772, -1.29644, -0.28453, 0.89016, -1.17883, 0.78438, 0.12355, 0.23980, -0.31305, -1.12351, 0.11287, -1.59531,
69, 0.46284, -0.26032, 0.94481, 0.28172, -1.28931, -0.26718, 0.90021, -1.18776, 0.91129, 0.22801, 0.32969, -0.45602, -1.17987, 0.24857, -1.77757,
70, 0.57701, -0.27100, 0.94779, 0.29477, -1.28277, -0.24947, 0.90974, -1.19587, 1.00813, 0.33511, 0.39231, -0.59562, -1.22400, 0.39766, -1.92611,
71, 0.69309, -0.28211, 0.95030, 0.30693, -1.27676, -0.23141, 0.91877, -1.20312, 1.06898, 0.44795, 0.42351, -0.73334, -1.25374, 0.56112, -2.03504,
72, 0.80239, -0.29362, 0.95234, 0.31825, -1.27110, -0.21300, 0.92714, -1.20948, 1.09283, 0.54141, 0.43472, -0.84588, -1.26598, 0.71333, -2.10656,
73, 0.89751, -0.30547, 0.95397, 0.32878, -1.26564, -0.19425, 0.93476, -1.21494, 1.08761, 0.59030, 0.44417, -0.90972, -1.26141, 0.82863, -2.15310,
74, 0.97834, -0.31764, 0.95520, 0.33854, -1.26033, -0.17520, 0.94161, -1.21954, 1.04063, 0.64574, 0.42619, -0.96929, -1.23488, 0.95033, -2.15504,
75, 1.04787, -0.33005, 0.95599, 0.34756, -1.25508, -0.15587, 0.94766, -1.22335, 0.94807, 0.72564, 0.37277, -1.03963, -1.18369, 1.09152, -2.10355,
76, 1.11057, -0.34263, 0.95629, 0.35591, -1.24982, -0.13632, 0.95289, -1.22647, 0.82528, 0.80158, 0.30516, -1.09706, -1.11461, 1.22646, -2.01908,
77, 1.17011, -0.35531, 0.95609, 0.36372, -1.24455, -0.11658, 0.95729, -1.22891, 0.69265, 0.84505, 0.24573, -1.11990, -1.03981, 1.33211, -1.93014,
78, 1.22624, -0.36803, 0.95539, 0.37109, -1.23930, -0.09672, 0.96090, -1.23069, 0.55271, 0.85965, 0.19490, -1.11205, -0.96031, 1.41181, -1.83892,
79, 1.27881, -0.38072, 0.95421, 0.37806, -1.23409, -0.07676, 0.96372, -1.23185, 0.40706, 0.84904, 0.15243, -1.07719, -0.87659, 1.46867, -1.74653,
80, 1.32841, -0.39333, 0.95259, 0.38468, -1.22892, -0.05675, 0.96579, -1.23242, 0.25704, 0.81742, 0.11749, -1.01948, -0.78919, 1.50616, -1.65352,
81, 0.64766, -0.40575, 0.95102, 0.39085, -1.22408, -0.03684, 0.96750, -1.23231, 0.01925, -0.72652, 0.87623, 0.58890, -0.31141, 0.12048, -1.80479,
82, 0.60673, -0.41779, 0.95080, 0.39607, -1.22065, -0.01740, 0.97000, -1.23129, -0.16621, -0.86213, 0.89742, 0.77712, -0.17763, 0.03170, -1.73767,
83, 0.59510, -0.42942, 0.95104, 0.40081, -1.21774, 0.00176, 0.97246, -1.22953, -0.33778, -0.88520, 0.87085, 0.85506, -0.07030, 0.03773, -1.65794,
84, 0.58555, -0.44058, 0.95171, 0.40511, -1.21536, 0.02058, 0.97486, -1.22709, -0.50729, -0.89435, 0.84169, 0.92283, 0.03567, 0.04628, -1.57696,
85, 0.57818, -0.45120, 0.95280, 0.40898, -1.21353, 0.03903, 0.97720, -1.22400, -0.67306, -0.88990, 0.81070, 0.97992, 0.13987, 0.05740, -1.49527,
86, 0.57302, -0.46122, 0.95430, 0.41245, -1.21225, 0.05707, 0.97946, -1.22033, -0.83350, -0.87235, 0.77861, 1.02596, 0.24191, 0.07114, -1.41341,
87, 0.57010, -0.47056, 0.95618, 0.41554, -1.21154, 0.07466, 0.98165, -1.21611, -0.98712, -0.84235, 0.74614, 1.06075, 0.34141, 0.08746, -1.33186,
88, 0.56936, -0.47918, 0.95840, 0.41826, -1.21138, 0.09175, 0.98376, -1.21139, -1.13257, -0.80068, 0.71396, 1.08425, 0.43803, 0.10632, -1.25114,
89, 0.57072, -0.48703, 0.96094, 0.42064, -1.21177, 0.10832, 0.98576, -1.20621, -1.26863, -0.74823, 0.68271, 1.09653, 0.53144, 0.12765, -1.17168,
90, 0.57408, -0.49406, 0.96374, 0.42270, -1.21270, 0.12433, 0.98766, -1.20062, -1.39420, -0.68599, 0.65297, 1.09783, 0.62134, 0.15132, -1.09394,
91, 0.57926, -0.50024, 0.96679, 0.42445, -1.21415, 0.13975, 0.98945, -1.19465, -1.50835, -0.61500, 0.62529, 1.08851, 0.70745, 0.17717, -1.01830,
92, 0.58609, -0.50554, 0.97002, 0.42591, -1.21610, 0.15455, 0.99110, -1.18834, -1.61032, -0.53638, 0.60014, 1.06903, 0.78953, 0.20503, -0.94514,
93, 0.59435, -0.50993, 0.97340, 0.42708, -1.21852, 0.16871, 0.99261, -1.18173, -1.69951, -0.45126, 0.57794, 1.03998, 0.86735, 0.23468, -0.87476,
94, 0.60380, -0.51340, 0.97687, 0.42799, -1.22140, 0.18220, 0.99397, -1.17485, -1.77546, -0.36079, 0.55907, 1.00201, 0.94074, 0.26587, -0.80747,
95, 0.61419, -0.51594, 0.98040, 0.42863, -1.22468, 0.19500, 0.99515, -1.16773, -1.83790, -0.26614, 0.54383, 0.95586, 1.00955, 0.29832, -0.74350,
96, 0.62525, -0.51753, 0.98393, 0.42903, -1.22835, 0.20710, 0.99615, -1.16041, -1.88672, -0.16845, 0.53245, 0.90236, 1.07364, 0.33176, -0.68305,
97, 0.63670, -0.51820, 0.98741, 0.42917, -1.23236, 0.21848, 0.99696, -1.15291, -1.92196, -0.06885, 0.52513, 0.84235, 1.13294, 0.36587, -0.62628,
98, 0.64827, -0.51794, 0.99080, 0.42908, -1.23668, 0.22912, 0.99755, -1.14526, -1.94380, 0.03157, 0.52197, 0.77675, 1.18737, 0.40033, -0.57330,
99, 0.65966, -0.51677, 0.99405, 0.42873, -1.24126, 0.23902, 0.99792, -1.13747, -1.95257, 0.13176, 0.52305, 0.70647, 1.23692, 0.43479, -0.52420,
